1.14234	6.740217	0.0
1.153892	6.746289	0.0
1.165412	6.752422	0.0
1.1769	6.758617	0.0
1.188355	6.764871	0.0
1.199777	6.771187	0.0
1.211165	6.777562	0.0
1.222519	6.783998	0.0
1.233839	6.790494	0.0
2.01656	7.240706	0.0
2.799281	7.687536	0.0
3.582003	8.130983	0.0
4.364724	8.571046	0.0
5.147445	9.007727	0.0
5.930167	9.441024	0.0
6.712888	9.870939	0.0
7.495609	10.29747	0.0
8.278331	10.720618	0.0
9.061052	11.140383	0.0
9.843773	11.556765	0.0
10.626495	11.969764	0.0
11.409216	12.379379	0.0
12.191937	12.785612	0.0
12.974659	13.188462	0.0
13.75738	13.587928	0.0
14.540101	13.984012	0.0
15.322823	14.376712	0.0
16.105544	14.766029	0.0
16.888265	15.151963	0.0
17.670987	15.534514	0.0
18.453708	15.913682	0.0
19.236429	16.289467	0.0
20.019151	16.661869	0.0
20.801872	17.030888	0.0
21.584594	17.396523	0.0
22.367315	17.758776	0.0
23.150036	18.117645	0.0
23.932758	18.473131	0.0
24.715479	18.825235	0.0
25.4982	19.173955	0.0
26.280922	19.519292	0.0
27.063643	19.861246	0.0
27.846364	20.199817	0.0
28.629086	20.535004	0.0
29.411807	20.866809	0.0
30.194528	21.195231	0.0
30.97725	21.520269	0.0
31.759971	21.841925	0.0
32.542692	22.160197	0.0
33.325414	22.475086	0.0
34.108135	22.786592	0.0
34.890856	23.094715	0.0
35.673578	23.399455	0.0
36.456299	23.700812	0.0
37.23902	23.998786	0.0
38.021742	24.293377	0.0
38.804463	24.584584	0.0
39.587184	24.872409	0.0
40.369906	25.15685	0.0
41.152627	25.437909	0.0
41.935348	25.715584	0.0
42.71807	25.989876	0.0
43.500791	26.260785	0.0
44.283513	26.528311	0.0
45.066234	26.792454	0.0
45.848955	27.053214	0.0
46.631677	27.310591	0.0
47.414398	27.564584	0.0
48.197119	27.815195	0.0
48.979841	28.062422	0.0
49.762562	28.306267	0.0
50.545283	28.546728	0.0
51.328005	28.783806	0.0
52.110726	29.017501	0.0
52.893447	29.247813	0.0
53.676169	29.474742	0.0
54.45889	29.698288	0.0
55.241611	29.918451	0.0
56.024333	30.13523	0.0
56.807054	30.348627	0.0
57.589775	30.55864	0.0
58.372497	30.765271	0.0
59.155218	30.968518	0.0
59.937939	31.168382	0.0
60.720661	31.364863	0.0
61.503382	31.557961	0.0
62.286103	31.747676	0.0
63.068825	31.934008	0.0
63.851546	32.116957	0.0
64.634267	32.296522	0.0
65.416989	32.472705	0.0
66.19971	32.645504	0.0
66.982432	32.814921	0.0
67.765153	32.980954	0.0
68.547874	33.143604	0.0
69.330596	33.302871	0.0
70.113317	33.458755	0.0
70.896038	33.611256	0.0
71.67876	33.760374	0.0
72.461481	33.906109	0.0
73.244202	34.04846	0.0
74.026924	34.187429	0.0
74.809645	34.323015	0.0
75.592366	34.455217	0.0
76.375088	34.584036	0.0
77.157809	34.709472	0.0
77.94053	34.831526	0.0
78.723252	34.950196	0.0
